10.0	1284912000	31	8
10.0	1415462400	44	8
10.0	1439654400	39	8
9.0	1420819200	54	8
9.0	1412870400	37	8
8.0	1269014400	23	8
10.0	1418832000	32	8
10.0	1570032000	5	8
9.0	1465228800	40	8
10.0	1431619200	48	8
9.0	1412438400	41	8
9.0	1450800000	19	8
8.0	1534521600	2	8
9.0	1556121600	4	8
10.0	1382112000	24	8
10.0	1443715200	27	8
8.0	1542124800	28	8
7.0	1441987200	20	8
9.0	1545667200	10	8
8.0	1407513600	16	8
6.0	1542038400	3	8
10.0	1423238400	43	8
9.0	1460217600	21	8
9.0	1429286400	58	8
10.0	1473004800	56	8
8.0	1412956800	7	8
10.0	1488470400	22	8
9.0	1393603200	45	8
9.0	1533398400	57	8
10.0	1467993600	0	8
10.0	1448899200	49	8
5.0	1480780800	42	8
9.0	1487433600	46	8
10.0	1412438400	12	8
10.0	1479052800	30	8
9.0	1517155200	25	8
9.0	1433088000	6	8
10.0	1363449600	34	8
9.0	1595088000	31	667
9.0	1566835200	37	667
8.0	1576771200	5	667
8.0	1595001600	40	667
6.0	1570377600	4	667
7.0	1595088000	20	667
7.0	1595088000	22	667
7.0	1596556800	33	667
4.0	1589385600	8	667
7.0	1595001600	46	667
9.0	1595433600	25	667
8.0	1279123200	31	18
10.0	1415203200	44	18
10.0	1342627200	39	18
7.0	1358179200	54	18
9.0	1335456000	52	18
7.0	1389628800	37	18
9.0	1266940800	23	18
9.0	1406822400	32	18
9.0	1431705600	48	18
10.0	1412784000	41	18
8.0	1332259200	35	18
10.0	1380902400	24	18
10.0	1310572800	38	18
10.0	1276963200	11	18
7.0	1386777600	59	18
6.0	1366819200	28	18
8.0	1304179200	1	18
8.0	1429804800	20	18
6.0	1311782400	10	18
10.0	1395849600	16	18
7.0	1272556800	3	18
9.0	1413734400	43	18
9.0	1398441600	9	18
8.0	1293897600	15	18
8.0	1370966400	18	18
10.0	1269100800	51	18
9.0	1357920000	50	18
9.0	1400601600	7	18
9.0	1307548800	33	18
7.0	1388764800	45	18
9.0	1295452800	53	18
7.0	1352736000	8	18
9.0	1287417600	17	18
9.0	1384963200	13	18
6.0	1380124800	29	18
7.0	1371657600	47	18
8.0	1386950400	55	18
8.0	1401638400	12	18
7.0	1383062400	26	18
8.0	1370275200	14	18
9.0	1424275200	6	18
7.0	1357660800	34	18
10.0	1421942400	44	825
10.0	1497196800	39	825
3.0	1388764800	54	825
10.0	1422288000	52	825
9.0	1610035200	40	825
1.0	1432310400	48	825
9.0	1451491200	19	825
10.0	1435334400	24	825
6.0	1449331200	27	825
9.0	1429891200	20	825
10.0	1398182400	16	825
9.0	1450713600	21	825
2.0	1371744000	18	825
9.0	1421164800	58	825
7.0	1462723200	56	825
7.0	1378828800	8	825
7.0	1459267200	0	825
3.0	1382112000	29	825
1.0	1373212800	47	825
10.0	1387987200	55	825
10.0	1426435200	12	825
2.0	1386259200	26	825
10.0	1479484800	30	825
9.0	1438876800	6	825
8.0	1596556800	44	395
8.0	1596643200	37	395
8.0	1598889600	23	395
8.0	1597161600	48	395
8.0	1597420800	41	395
9.0	1598457600	9	395
8.0	1597766400	21	395
8.0	1598284800	51	395
8.0	1598371200	22	395
8.0	1598803200	49	395
8.0	1598284800	29	395
10.0	1343059200	39	267
10.0	1336924800	52	267
10.0	1411574400	32	267
9.0	1455984000	40	267
10.0	1431792000	48	267
8.0	1451318400	19	267
10.0	1530460800	2	267
9.0	1557331200	4	267
8.0	1368979200	28	267
8.0	1304870400	1	267
8.0	1430668800	20	267
8.0	1503244800	10	267
9.0	1397577600	16	267
9.0	1273680000	3	267
9.0	1373299200	18	267
9.0	1462723200	56	267
9.0	1402243200	7	267
9.0	1498492800	22	267
9.0	1307289600	33	267
10.0	1355500800	8	267
8.0	1523116800	57	267
8.0	1459094400	0	267
9.0	1470585600	42	267
8.0	1373558400	47	267
9.0	1499529600	46	267
9.0	1388419200	26	267
10.0	1509984000	25	267
10.0	1279209600	31	392
9.0	1415462400	44	392
10.0	1342800000	39	392
9.0	1336233600	52	392
9.0	1570464000	5	392
9.0	1332345600	35	392
10.0	1276704000	11	392
9.0	1429632000	20	392
8.0	1272643200	3	392
9.0	1372348800	18	392
10.0	1308844800	33	392
9.0	1385136000	13	392
7.0	1372608000	47	392
8.0	1383321600	26	392
10.0	1357833600	54	628
9.0	1336752000	52	628
10.0	1390233600	37	628
7.0	1409068800	32	628
10.0	1415376000	41	628
6.0	1381420800	24	628
10.0	1399651200	16	628
8.0	1422374400	43	628
7.0	1422374400	9	628
7.0	1422374400	58	628
10.0	1354118400	8	628
7.0	1529424000	57	628
6.0	1470672000	42	628
10.0	1404662400	12	628
8.0	1357315200	34	628
9.0	1603296000	44	787
8.0	1608393600	5	787
8.0	1612281600	48	787
8.0	1610553600	41	787
8.0	1612454400	2	787
7.0	1604851200	4	787
8.0	1606838400	20	787
7.0	1613750400	56	787
7.0	1611244800	57	787
7.0	1612972800	46	787
6.0	1594224000	30	787
7.0	1613145600	25	787
9.0	1578153600	54	774
9.0	1569686400	52	774
10.0	1569772800	23	774
9.0	1569686400	32	774
9.0	1570118400	5	774
9.0	1569686400	40	774
9.0	1569686400	1	774
8.0	1569686400	20	774
8.0	1569772800	57	774
9.0	1569686400	26	774
9.0	1569686400	25	774
1.0	1417363200	44	549
3.0	1342800000	39	549
9.0	1455465600	40	549
5.0	1450368000	19	549
7.0	1430323200	20	549
10.0	1424534400	43	549
10.0	1451318400	21	549
8.0	1401120000	7	549
1.0	1352822400	8	549
9.0	1386864000	55	549
8.0	1388332800	37	638
10.0	1407945600	32	638
10.0	1455033600	40	638
7.0	1431792000	48	638
9.0	1412956800	41	638
10.0	1450368000	19	638
10.0	1445616000	27	638
9.0	1430323200	20	638
10.0	1396022400	16	638
10.0	1420905600	43	638
9.0	1456243200	21	638
9.0	1422288000	58	638
10.0	1461772800	56	638
10.0	1400601600	7	638
10.0	1390492800	45	638
8.0	1458835200	0	638
9.0	1471536000	42	638
9.0	1387036800	55	638
7.0	1402588800	12	638
10.0	1479225600	30	638
9.0	1342713600	39	391
